SEASON,TEAM,PPG,FG_PCT,FG3_PCT,FT_PCT,ORPG,DRPG,RPG,APG,SPG,BPG,TPG,FPG,WIN_PCT
2014,HOU,107.,0.472,0.357,0.711,11.2,34.1,45.3,21.4,7.5,5.6,15.4,20.4,65.9
2014,IND,96.7,0.448,0.356,0.778,10.1,34.5,44.6,20.1,6.7,5.4,14.4,20.4,68.3
2014,LAC,107.,0.474,0.352,0.730,10.4,32.5,43,24.5,8.5,4.8,13.3,21.5,69.5
2014,LAL,102.,0.449,0.380,0.757,9.08,31.9,41.0,24.4,7.4,5.4,14.7,19.8,32.9
2014,MEM,96.1,0.464,0.353,0.741,11.5,30.8,42.3,21.8,7.6,4.5,12.9,19.1,61
2014,MIA,102.,0.500,0.363,0.759,7.64,29.2,36.8,22.5,8.9,4.4,14.2,19.4,65.9
2014,MIL,95.4,0.438,0.352,0.747,11.8,29.2,41.0,21.4,6.5,4.9,14.2,20.8,18.3
2014,MIN,106.,0.444,0.341,0.777,12.4,32.2,44.7,23.9,8.7,3.6,13.4,18.3,48.8
2014,NOP,99.7,0.458,0.372,0.769,11.3,30.3,41.6,21.2,7.8,6.3,12.9,22.6,41.5
2014,NYK,98.5,0.449,0.372,0.761,10.6,29.7,40.3,20.0,7.6,4.4,12.4,22.1,45.1
2014,OKC,106.,0.470,0.361,0.805,10.8,33.9,44.7,21.8,8.2,6.1,14.8,22.6,72
2014,ORL,96.5,0.445,0.352,0.762,9.68,32.3,42.0,21.0,7.6,4.2,14.2,20.4,28
2014,PHI,99.4,0.434,0.312,0.710,11.5,31.1,42.7,21.8,9.3,4.0,16.4,22.4,23.2
2014,PHX,105.,0.463,0.372,0.758,11.3,31.7,43.0,19.0,8.3,4.5,14.8,21.9,58.5
2014,POR,106.,0.449,0.371,0.814,12.4,33.9,46.4,23.2,5.5,4.7,13.3,19.2,65.9
2014,SAC,100.,0.447,0.332,0.759,12.0,32.3,44.4,18.8,7.1,3.8,14.6,22.5,34.1
2014,SAS,104.,0.487,0.398,0.784,9.17,33.5,42.6,24.8,7.3,5.0,13.9,18,75.6
2014,TOR,101.,0.445,0.371,0.782,11.4,31.1,42.5,21.1,7.0,4.1,13.4,22.9,58.5
2014,UTA,95.0,0.443,0.344,0.746,11.0,30.2,41.2,20.2,6.9,4.4,13.9,20.7,30.5
2014,WAS,100.,0.459,0.379,0.730,10.8,31.3,42.1,23.2,8.1,4.5,14.0,20.4,53.7
2015,ATL,102.,0.465,0.380,0.777,8.71,31.8,40.5,25.7,9.0,4.6,13.4,17.7,73.2
2015,BKN,98.0,0.451,0.331,0.747,10.3,32.0,42.3,20.9,7.0,4.1,13.3,19.2,46.3
2015,BOS,101.,0.442,0.326,0.754,11.0,32.7,43.8,24.5,8.2,3.5,13.2,21.1,48.8
2015,CHA,94.1,0.420,0.318,0.748,10,34.0,44.0,20.1,6.0,5.4,11.1,18.2,40.2
2015,CHI,100.,0.441,0.353,0.782,11.6,34.0,45.7,21.7,6.2,5.8,13.1,18.2,61
2015,CLE,103.,0.458,0.366,0.751,11.1,31.8,42.9,22.1,7.3,4.1,13.6,18.4,64.6
2015,DAL,105.,0.462,0.351,0.752,10.4,31.8,42.2,22.5,8.0,4.5,12.5,20.0,61
2015,DEN,101.,0.432,0.324,0.734,12.3,32.3,44.6,21.8,7.8,4.4,13.8,22.9,36.6
2015,DET,98.5,0.432,0.344,0.702,12.8,32.0,44.8,21.5,7.5,4.6,12.6,19.0,39
2015,GSW,109.,0.477,0.398,0.768,10.4,34.3,44.7,27.4,9.2,6.0,14.0,19.8,81.7
2015,HOU,103.,0.443,0.348,0.714,11.6,32,43.6,22.1,9.4,4.9,15.9,21.9,68.3
2015,IND,97.3,0.439,0.351,0.755,10.4,34.4,44.8,21.4,6.1,4.5,13.3,21.2,46.3
2015,LAC,106.,0.472,0.375,0.710,9.56,33.0,42.6,24.7,7.8,4.9,11.7,21.3,68.3
2015,LAL,98.4,0.435,0.344,0.740,11.6,32.2,43.8,20.9,7.0,4.4,12.6,21.2,25.6
2015,MEM,98.3,0.457,0.339,0.773,10.4,32.1,42.5,21.6,8.5,4.2,12.9,19.1,67.1
2015,MIA,94.6,0.455,0.335,0.741,9.10,30.0,39.1,19.8,7.8,4.5,13.8,19.9,45.1
2015,MIL,97.8,0.458,0.363,0.756,10.6,31.3,42.0,23.5,9.6,4.9,15.9,22.1,50
2015,MIN,97.7,0.437,0.331,0.776,11.5,29.3,40.9,21.5,8.1,3.9,14.2,19.1,19.5
2015,NOP,99.3,0.457,0.370,0.751,11.4,31.9,43.4,22.0,6.7,6.2,12.5,18.6,54.9
2015,NYK,91.8,0.428,0.346,0.768,10.5,29.7,40.3,21.2,7.0,4.6,13.7,21.5,20.7
2015,OKC,103.,0.447,0.339,0.754,12.8,34.6,47.5,20.5,7.2,5.5,14.0,22.3,54.9
2015,ORL,95.6,0.452,0.346,0.729,10.0,31.7,41.8,20.6,7.8,3.8,14.3,20.9,30.5
2015,PHI,91.9,0.407,0.320,0.675,11.9,30.9,42.8,20.5,9.6,5.9,16.9,21.6,22
2015,PHX,102.,0.451,0.340,0.760,10.9,32.2,43.1,20.2,8.5,4.6,14.5,21.2,47.6
2015,POR,102.,0.450,0.361,0.800,10.7,35.1,45.8,21.9,6.4,4.5,13.2,18.2,62.2
2015,SAC,101.,0.454,0.341,0.762,10.9,33.2,44.1,20.3,6.7,3.9,15.6,20.6,35.4
2015,SAS,101.,0.466,0.366,0.780,9.78,33.4,43.1,23.9,7.9,5.3,13.2,18.8,67.1
2015,TOR,103.,0.455,0.352,0.786,10.7,30.8,41.5,20.7,7.5,4.3,12.1,20.8,59.8
2015,UTA,95.1,0.446,0.342,0.721,12.0,31.9,43.9,19.9,7.5,5.9,14.2,19.3,46.3
2015,WAS,98.5,0.462,0.359,0.742,10.5,34.1,44.6,24.0,7.3,4.6,14.3,20.8,56.1
2016,ATL,102.,0.457,0.350,0.782,8.28,33.8,42.0,25.6,9.1,5.9,14.5,19.1,58.5
2016,BKN,98.6,0.453,0.352,0.756,10.5,31.8,42.4,22.3,7.6,4.0,14.3,18,25.6
2016,BOS,105.,0.439,0.334,0.787,11.5,33.3,44.9,24.1,9.1,4.2,13.4,21.9,58.5
2016,CHA,103.,0.438,0.362,0.790,8.95,34.9,43.9,21.6,7.2,5.3,11.8,18.1,58.5
2016,CHI,101.,0.441,0.371,0.787,11.0,35.2,46.2,22.8,6.0,5.7,13.3,18.8,51.2
2016,CLE,104.,0.460,0.362,0.747,10.6,33.8,44.5,22.6,6.7,3.8,12.8,20.3,69.5
2016,DAL,102.,0.444,0.344,0.794,9.15,33.9,43.0,22.1,6.8,3.7,12.3,19.4,51.2
2016,DEN,101.,0.441,0.337,0.766,11.4,33.1,44.6,22.6,7.4,4.8,14.1,21.0,40.2
2016,DET,101.,0.438,0.344,0.667,12.4,33.8,46.3,19.4,6.9,3.7,12.9,18.9,53.7
2016,GSW,114.,0.487,0.415,0.763,9.95,36.2,46.1,28.9,8.4,6.0,14.8,20.7,89
2016,HOU,106.,0.451,0.346,0.694,11.3,31.7,43.0,22.2,10.,5.2,15.2,21.8,50
2016,IND,102.,0.449,0.350,0.763,10.3,33.8,44.2,21.2,9.0,4.7,14.3,20.0,54.9
2016,LAC,104.,0.464,0.363,0.692,8.79,33.2,42.0,22.8,8.6,5.6,12.3,21.2,64.6
2016,LAL,97.3,0.414,0.316,0.780,10.7,32.2,42.9,18.0,7.2,4.1,13.0,20.2,20.7
2016,MEM,99.0,0.440,0.331,0.782,11.1,30.4,41.6,20.6,8.8,4.2,12.6,21.7,51.2
2016,MIA,100.,0.470,0.336,0.744,9.84,34.2,44.1,20.8,6.7,6.4,13.2,18.3,58.5
2016,MIL,99.0,0.466,0.344,0.747,10.4,31.2,41.6,23.1,8.1,5.7,14.6,20.6,40.2
2016,MIN,102.,0.464,0.337,0.792,10.0,31.5,41.5,23.3,8,4.5,14.3,20.6,35.4
2016,NOP,102.,0.447,0.359,0.776,9.53,33.0,42.6,22.1,7.7,4.1,13.0,20.8,36.6
2016,NYK,98.3,0.438,0.346,0.804,10.3,34,44.3,20.5,5.6,5.6,12.6,19.7,39
2016,OKC,110.,0.476,0.348,0.781,13.0,35.5,48.6,22.9,7.3,5.9,15.4,20.6,67.1
2016,ORL,102.,0.455,0.349,0.757,10.2,33.0,43.3,23.5,8.2,5.0,13.5,20.7,42.7
2016,PHI,97.4,0.431,0.338,0.694,9.47,31.7,41.2,21.5,8.2,6.0,15.5,21.7,12.2
2016,PHX,100.,0.434,0.348,0.751,11.5,33.3,44.8,20.7,7.7,3.8,16.5,22.6,28
2016,POR,105.,0.449,0.369,0.753,11.5,33.9,45.4,21.3,6.8,4.6,14.0,21.7,53.7
2016,SAC,106.,0.463,0.358,0.724,10.5,33.6,44.2,24.5,8.9,4.4,15.5,20.4,40.2
2016,SAS,102.,0.484,0.377,0.803,9.29,34.1,43.4,24.2,8.1,5.8,12.3,17.2,81.7
2016,TOR,102.,0.450,0.369,0.777,10.1,33.2,43.4,18.7,7.7,5.4,12.1,19.6,68.3
2016,UTA,97.6,0.448,0.354,0.743,10.7,32.5,43.2,18.9,7.6,5.1,14.1,20.1,48.8
2016,WAS,104.,0.460,0.357,0.729,9.06,32.7,41.8,24.4,8.6,3.9,13.8,20.8,50
2017,ATL,103.,0.451,0.341,0.727,10.2,34.0,44.3,23.6,8.1,4.8,15.2,18.1,52.4
2017,BKN,105.,0.443,0.338,0.788,8.79,35.1,43.9,21.4,7.2,4.7,15.9,21.0,24.4
2017,BOS,108.,0.454,0.359,0.807,9.06,32.9,41.9,25.2,7.5,4.1,12.6,20.5,64.6
2017,CHA,104.,0.441,0.351,0.814,8.79,34.7,43.5,23.0,6.9,4.7,10.9,16.5,43.9
2017,CHI,102.,0.443,0.340,0.797,12.1,34.1,46.2,22.5,7.8,4.7,12.9,17.7,50
2017,CLE,110.,0.470,0.383,0.748,9.34,34.4,43.7,22.6,6.5,3.9,13.1,18.1,62.2
2017,DAL,97.9,0.439,0.355,0.801,7.89,30.6,38.5,20.7,7.4,3.7,11.2,19.1,40.2
2017,DEN,111.,0.469,0.367,0.773,11.7,34.5,46.3,25.3,6.9,3.9,14.4,19.1,48.8
2017,DET,101.,0.448,0.329,0.718,11.0,34.6,45.6,21.1,7,3.7,11.3,17.8,45.1
2017,GSW,115.,0.494,0.383,0.787,9.39,35.0,44.4,30.3,9.5,6.7,14.4,19.3,81.7
2017,HOU,115.,0.462,0.357,0.765,10.8,33.4,44.3,25.2,8.1,4.2,14.4,19.9,67.1
2017,IND,105.,0.464,0.376,0.810,9.04,32.9,42,22.4,8.1,4.9,13.2,19.4,51.2
2017,LAC,108.,0.475,0.374,0.745,9,34.0,43.0,22.5,7.4,4.2,12.4,19.8,62.2
2017,LAL,104.,0.450,0.345,0.753,11.3,32.1,43.5,20.9,8.2,3.9,14.5,20.7,31.7
2017,MEM,100.,0.435,0.353,0.784,10.8,31.9,42.7,21.2,7.9,4.1,12.4,22.4,52.4
2017,MIA,103.,0.455,0.365,0.705,10.6,32.9,43.6,21.2,7.1,5.7,12.5,20.4,50
2017,MIL,103.,0.473,0.369,0.768,8.81,31.5,40.3,24.1,8.1,5.3,13.3,20.2,51.2
2017,MIN,105.,0.467,0.348,0.798,11.4,30.9,42.4,23.6,7.9,4.5,13.4,20.0,37.8
2017,NOP,104.,0.450,0.349,0.749,8.57,35.1,43.6,22.7,7.7,5.5,12.3,18.1,41.5
2017,NYK,104.,0.447,0.348,0.787,11.9,33.2,45.1,21.7,7.0,5.5,13.1,20.3,37.8
2017,OKC,106.,0.451,0.327,0.745,12.2,34.4,46.6,20.9,7.9,4.9,14.6,20.9,57.3
2017,ORL,101.,0.440,0.327,0.746,9.84,33.3,43.1,22.1,7.0,4.8,12.8,19.3,35.4
2017,PHI,102.,0.441,0.340,0.771,9.84,33,42.8,23.7,8.4,5.1,15.9,21.8,34.1
2017,PHX,107.,0.450,0.331,0.776,11.9,33.0,44.9,19.5,8.2,4.8,14.9,24.7,29.3
2017,POR,107.,0.459,0.375,0.779,10.1,33.5,43.6,21.1,7,4.9,13.1,21.1,50
2017,SAC,102.,0.461,0.376,0.775,8.71,32.3,41.0,22.4,7.6,3.9,14.1,20.3,39
2017,SAS,104.,0.469,0.390,0.796,9.82,33.5,43.3,23.6,7.8,5.8,12.7,18.0,74.4
2017,TOR,106.,0.464,0.363,0.796,10.6,32.6,43.2,18.5,8.2,4.8,11.8,20.8,62.2
2017,UTA,100.,0.465,0.371,0.747,9.40,33.8,43.2,20.1,6.7,5,12.9,18.8,62.2
2017,WAS,109.,0.474,0.372,0.784,10.2,32.5,42.8,23.8,8.4,4.0,13.4,21.2,59.8
2018,ATL,103.,0.446,0.360,0.784,9.06,32.8,41.9,23.7,7.7,4.2,14.9,19.5,29.3
2018,BKN,106.,0.440,0.356,0.771,9.65,34.7,44.4,23.6,6.2,4.7,14.2,20.5,34.1
2018,BOS,104.,0.450,0.376,0.770,9.35,35.0,44.4,22.4,7.3,4.5,13.3,19.7,67.1
2018,CHA,108.,0.449,0.369,0.747,10.0,35.3,45.4,21.5,6.8,4.5,12.3,17.1,43.9
2018,CHI,102.,0.435,0.355,0.758,9.63,35.0,44.6,23.4,7.6,3.5,13.2,19.1,32.9
2018,CLE,110.,0.476,0.372,0.779,8.46,33.6,42.1,23.3,7.0,3.8,13.3,18.5,61
2018,DAL,102.,0.444,0.359,0.762,8.12,33.1,41.2,22.6,7.0,3.7,11.7,19.2,29.3
2018,DEN,110,0.470,0.370,0.767,11,33.5,44.5,25.1,7.6,4.9,14.3,18.6,56.1
2018,DET,103.,0.449,0.373,0.744,10.1,33.6,43.7,22.7,7.6,3.8,12.7,18.3,47.6
2018,GSW,113.,0.502,0.390,0.815,8.42,35.0,43.5,29.2,8,7.4,14.9,19.5,70.7
2018,HOU,112.,0.459,0.361,0.780,9.01,34.4,43.4,21.5,8.5,4.7,13.1,19.4,79.3
2018,IND,105.,0.472,0.368,0.778,9.60,32.7,42.3,22.1,8.7,4.1,12.7,18.8,58.5
2018,LAC,108.,0.471,0.353,0.742,10.1,33.7,43.8,22.3,7.6,4.5,14.0,19.9,51.2
2018,LAL,108.,0.460,0.344,0.714,10.6,35.6,46.3,23.7,7.7,4.7,15.3,21.1,42.7
2018,MEM,99.3,0.443,0.352,0.785,9.5,31.0,40.5,21.5,7.4,4.8,14.4,23.1,26.8
2018,MIA,103.,0.455,0.360,0.755,9.30,34.1,43.4,22.7,7.5,5.3,13.6,20.0,53.7
2018,MIL,106.,0.478,0.354,0.782,8.39,31.4,39.8,23.2,8.8,5.4,13.1,21.3,53.7
2018,MIN,109.,0.476,0.356,0.804,10.3,31.6,41.9,22.6,8.4,4.2,11.7,18.2,57.3
2018,NOP,111.,0.483,0.362,0.771,8.68,35.6,44.3,26.7,8.0,5.9,14.4,19.1,58.5
2018,NYK,104.,0.463,0.351,0.786,10.4,33.5,44.0,23.3,6.7,5.1,14.2,20.5,35.4
2018,OKC,107.,0.452,0.353,0.715,12.4,32.5,45.0,21.3,9.0,5.0,13.4,20.1,58.5
2018,ORL,103.,0.451,0.350,0.757,8.80,32.8,41.6,23.4,7.5,4.8,13.9,19.2,30.5
2018,PHI,109.,0.471,0.368,0.752,10.8,36.5,47.4,27.0,8.3,5.1,15.8,22.0,63.4
2018,PHX,103.,0.441,0.333,0.740,10.2,33.8,44.1,21.2,6.9,4.5,15.0,22.0,25.6
2018,POR,105.,0.451,0.366,0.8,10.1,35.2,45.4,19.5,6.9,5.1,13.0,19.5,59.8
2018,SAC,98.8,0.450,0.375,0.735,9.46,31.4,40.9,21.5,7.8,4.1,13.2,19.9,32.9
2018,SAS,101.,0.458,0.352,0.771,10.2,33.5,43.7,22.5,7.5,5.5,12.4,16.9,57.3
2018,TOR,111.,0.471,0.357,0.794,9.75,34.2,43.9,24.3,7.6,6.0,12.7,21.7,72
2018,UTA,104.,0.461,0.365,0.778,9.02,34.2,43.2,22.4,8.6,5.1,14.0,19.6,58.5
2018,WAS,106.,0.466,0.374,0.771,10.0,33.0,43.1,25.1,7.8,4.3,14.0,21.2,52.4
2019,ATL,113.,0.450,0.351,0.752,11.6,34.4,46.0,25.8,8.2,5.1,16.6,23.5,35.4
2019,BKN,112.,0.448,0.353,0.744,10.9,35.5,46.5,23.8,6.5,4.1,14.4,21.5,51.2
2019,BOS,112.,0.464,0.364,0.802,9.80,34.7,44.5,26.2,8.6,5.3,12.4,20.3,59.8
2019,CHA,110.,0.447,0.351,0.796,9.92,33.8,43.8,23.2,7.2,4.9,11.6,18.9,47.6
2019,CHI,104.,0.453,0.350,0.783,8.75,34.1,42.8,21.9,7.3,4.2,13.4,20.2,26.8
2019,CLE,104.,0.443,0.354,0.792,10.7,31.9,42.6,20.7,6.5,2.3,12.6,20.0,23.2
2019,DAL,108.,0.446,0.340,0.742,10.1,35.1,45.3,23.3,6.5,4.2,13.6,20.1,40.2
2019,DEN,110.,0.465,0.351,0.754,11.8,34.5,46.3,27.3,7.7,4.4,12.8,20.0,65.9
2019,DET,107.,0.440,0.347,0.747,11.4,33.5,44.9,22.5,6.9,4.0,12.9,22.0,50
2019,GSW,117.,0.490,0.384,0.800,9.71,36.4,46.1,29.4,7.6,6.4,13.7,21.4,69.5
2019,HOU,113.,0.449,0.355,0.790,10.1,31.8,42.0,21.2,8.5,4.9,12.6,21.9,64.6
2019,IND,108.,0.475,0.374,0.751,9.29,33.7,43.0,25.9,8.6,4.9,13.2,19.4,58.5
2019,LAC,115.,0.471,0.387,0.791,9.70,35.8,45.5,24.0,6.8,4.6,13.8,23.3,58.5
2019,LAL,111.,0.470,0.333,0.699,10.1,36.4,46.5,25.5,7.5,5.3,15.1,20.7,45.1
2019,MEM,103.,0.449,0.342,0.772,8.81,32.9,41.7,23.9,8.3,5.4,13.1,21.9,40.2
2019,MIA,105.,0.450,0.349,0.694,11.2,35.1,46.3,24.2,7.6,5.4,14.0,20.8,47.6
2019,MIL,118.,0.475,0.352,0.772,9.29,40.4,49.7,26.0,7.5,5.9,13.2,19.6,73.2
2019,MIN,112.,0.456,0.350,0.786,11.2,33.5,44.7,24.6,8.3,5.0,12.5,20.2,43.9
2019,NOP,115.,0.473,0.343,0.761,11.0,36.2,47.2,27.0,7.4,5.3,14.4,21.1,40.2
2019,NYK,104.,0.432,0.339,0.758,10.4,34.2,44.7,20.0,6.7,5.1,13.4,20.8,20.7
2019,OKC,114.,0.453,0.348,0.713,12.5,35.5,48.0,23.3,9.3,5.1,13.6,22.4,59.8
2019,ORL,107.,0.453,0.355,0.781,10.0,35.3,45.4,25.5,6.6,5.4,12.6,18.6,51.2
2019,PHI,115.,0.471,0.359,0.771,10.8,36.8,47.7,26.9,7.3,5.2,14.4,21.2,62.2
2019,PHX,107.,0.459,0.329,0.778,9.12,31.2,40.3,23.8,8.9,5.0,15.1,23.5,23.2
2019,POR,114.,0.467,0.358,0.814,11.7,36.1,47.9,23.0,6.6,5.0,13.3,20.3,64.6
2019,SAC,114.,0.463,0.377,0.726,11.0,34.3,45.4,25.4,8.2,4.4,12.9,21.3,47.6
2019,SAS,110.,0.478,0.392,0.818,9.13,34.9,44.0,24.2,6.0,4.6,11.6,17.9,58.5
2019,TOR,114.,0.473,0.366,0.803,9.58,35.6,45.1,25.4,8.2,5.3,13.3,21.0,70.7
2019,UTA,111.,0.467,0.356,0.736,10,36.3,46.3,26.0,8.0,5.8,14.7,21.0,61
2019,WAS,114.,0.467,0.340,0.768,9.68,32.6,42.3,26.2,8.3,4.6,13.6,20.7,39
2020,ATL,111.,0.448,0.333,0.789,9.86,33.3,43.2,23.9,7.8,5.0,15.7,23.1,29.9
2020,BKN,110.,0.443,0.340,0.743,10.8,37.6,48.4,24.0,6.4,4.5,14.7,20.6,46.9
2020,BOS,113,0.459,0.362,0.800,10.6,35.2,45.9,22.7,8.2,5.5,13,21.3,67.2
2020,CHA,102.,0.434,0.351,0.748,11,31.7,42.7,23.8,6.5,4.1,13.8,18.8,35.4
2020,CHI,106.,0.446,0.347,0.755,10.4,31.4,41.8,23.2,10.,4.0,14.6,21.8,33.8
2020,CLE,106.,0.458,0.351,0.758,10.8,33.4,44.2,23.0,6.8,3.2,15.7,18.2,29.2
2020,DAL,116.,0.462,0.369,0.772,10.6,36.3,47.0,24.4,6.2,4.9,12.1,19.0,59.7
2020,DEN,110.,0.470,0.357,0.775,10.7,33.5,44.2,26.5,8.1,4.6,12.9,20.0,66.2
2020,DET,107.,0.458,0.366,0.743,9.75,31.9,41.7,24.0,7.4,4.5,14.5,19.6,30.3
2020,GSW,106.,0.438,0.333,0.803,9.95,32.8,42.8,25.5,8.2,4.6,14.3,20.0,23.1
2020,HOU,118.,0.453,0.348,0.787,10.3,34.5,44.9,21.4,8.4,5.1,14.1,21.5,62.5
2020,IND,109.,0.477,0.362,0.786,8.81,34.0,42.8,25.9,7.2,5.1,12.5,19.6,60
2020,LAC,116.,0.464,0.366,0.792,10.9,37,47.9,23.8,7.1,4.9,14.0,22.0,68.8
2020,LAL,114.,0.484,0.354,0.729,10.6,35.5,46.1,25.8,8.5,6.8,14.5,20.6,77.8
2020,MEM,112.,0.469,0.351,0.760,10.4,36.2,46.7,27.0,8,5.5,14.5,20.8,49.2
2020,MIA,112.,0.469,0.383,0.777,8.49,36.0,44.5,25.9,7.3,4.4,13.8,20.3,63.1
2020,MIL,118.,0.477,0.355,0.741,9.49,42.2,51.7,25.9,7.3,6,14.4,19.1,81.5
2020,MIN,113.,0.440,0.335,0.753,10.5,34.2,44.8,23.8,8.6,5.6,14.7,21.4,29.7
2020,NOP,116.,0.462,0.371,0.728,11.2,35.7,47.0,27,7.5,5.1,15.7,21.0,43.8
2020,NYK,105.,0.447,0.337,0.694,12.0,34.4,46.5,22.0,7.6,4.7,13.8,22.1,31.8
2020,OKC,110.,0.473,0.354,0.797,8.07,34.5,42.6,21.8,7.6,5.0,12.7,18.8,62.5
2020,ORL,106.,0.441,0.341,0.769,10.3,34.1,44.5,23.9,8.3,5.7,11.9,17.6,46.2
2020,PHI,109.,0.465,0.361,0.751,10.3,35.1,45.4,25.8,8.1,5.3,13.4,20.6,60
2020,PHX,112.,0.464,0.352,0.826,9.8,33.2,43.0,27.1,7.8,4.0,14.5,22.1,40
2020,POR,113.,0.460,0.372,0.798,10.0,35.3,45.4,20.1,6.0,6.2,12.6,21.3,43.9
2020,SAC,108.,0.459,0.364,0.768,9.62,32.8,42.5,23.3,7.6,4.2,13.7,21.8,43.8
2020,SAS,113.,0.469,0.370,0.808,8.80,35.6,44.4,24.5,7.2,5.4,11.8,19.2,42.9
2020,TOR,112.,0.458,0.371,0.800,9.65,35.5,45.2,25.3,8.8,4.9,13.6,21.5,71.9
2020,UTA,111.,0.474,0.383,0.772,8.84,36.2,45.0,22.1,5.8,4,14.3,20.0,64.1
2020,WAS,115.,0.460,0.372,0.787,10.0,31.6,41.6,25.3,8.1,4.2,13.4,22.5,37.5
